Label,Message,Cleaned_Message
0,Yes baby! We can study all the positions of the kama sutra ;),yes baby study position kama sutra
0,Just nw i came to hme da..,nw come hme da
0,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,little med say take every hour pain back take another hope not die
0,* Am on a train back from northampton so i'm afraid not!,train back northampton afraid
0,The battery is for mr adewale my uncle. Aka Egbon,battery mr adewale uncle aka egbon
0,No da..today also i forgot..,datoday also forget
0,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",go to blake night might able get little early
0,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,say not explicitly tell nora know someone probably go to bother
0,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,thanx day u r goodmate think ur rite sary asusual u cheer love u franyxxxxx
1,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,bu voucher wc marsm log onto urlplaceholder discount credit opt reply stop customer care call
0,Yes da. Any plm at ur office,yes da plm ur office
0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",love not decision feeling could decide love life would much simple less magical
1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent try contact u todays draw show prize guarantee call land line claim validhrs
0,Shuhui has bought ron's present it's a swatch watch...,shuhui buy ron present swatch watch
0,How dare you change my ring,dare change ring
0,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",ltgt fast approach wish u happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy may day happy independence day happy friendshipmotherfatherteacherschildren day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas ltgt good morning afternoon evening night rememberi first wish u theseyour raj
0,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,hi juan come home fri hey course expect welcome party lot present ill phone u get back load love nicky x x x x x x x x x
0,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe love cover face kiss
0,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",can not keep go never intention run choose rather keep room clean not say visitor maybe good choice yes want embarasse maybe feel feel friend want drop buy say happen morning try everything not know else
0,Waaaat?? Lololo ok next time then!,waaaat lololo ok next time
0,Yes :)it completely in out of form:)clark also utter waste.,yes completely formclark also utter waste
0,"Alright, see you in a bit",alright see bit
0,"It's ok, at least armand's still around",ok least armand still around
0,Then why no one talking to me,one talk
1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sm ac blind date u rodd aberdeen united kingdom check urlplaceholder sms acwicmbcktzr blind date send hide
0,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",cool breeze bright sun fresh flower twitter bird wait wish u goodmorning amp nice day
0,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,always yahoo messenger send message ill get may send mobile mode sha ill get reply
0,No need for the drug anymore.,need drug anymore
0,Fuck cedar key and fuck her (come over anyway tho),fuck cedar key fuck come anyway tho
0,Was actually about to send you a reminder today. Have a wonderful weekend,actually send reminder today wonderful weekend
0,"K, I'll work something out",k ill work something
0,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,height confidence aeronautic professor wer calld amp wer askd sit aeroplane aftr sit wer tell dat plane ws make student dey hurry plane bt not move saidif make student
0,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,idk sit stop shop parking lot right bawl eye feel like failure everything nobody want feel like fail
0,Re your call; You didn't see my facebook huh?,call not see facebook huh
0,Still in customer place,still customer place
1,500 free text msgs. Just text ok to 80488 and we'll credit your account,free text msgs text ok well credit account
0,Update your face book status frequently :),update face book status frequently
0,On the road so cant txt,road can not txt
0,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,quite ok bit ex u well go eat smth else ill feel guilty
0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,baaaaabe misss youuuuu go teach class
0,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,hello boytoy geeee miss today like send tm remind think love love kiss
0,U reach orchard already? U wan 2 go buy tickets first?,u reach orchard already u wan go buy ticket first
0,At what time are you coming.,time come
0,No..but heard abt tat..,nobut hear abt tat
0,Nope thats fine. I might have a nap tho! ,nope fine might nap tho
0,I like to think there's always the possibility of being in a pub later.,like think always possibility pub later
0,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",not find way get another app phone eh go net cafe take job geeee need babe crave see
0,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY,hey babe far spunout spk da mo dead da wrld sleep da sofa day
0,Fine if thatåÕs the way u feel. ThatåÕs the way its gota b,fine way u feel way gota b
1,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",anetworks allow company bill sms responsible supplier
0,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,dad go to call get work ask crazy question
0,What class of  &lt;#&gt;  reunion?,class ltgt reunion
0,It vl bcum more difficult..,vl bcum difficult
1,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",urgent last weekend draw show cash spanish holiday call claim tc rstm sw ss ppm
0,Is toshiba portege m100 gd?,toshiba portege gd
0,She doesnt need any test.,not need test
0,Wat time do u wan 2 meet me later?,wat time u wan meet later
1,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information orange user xxxxxxx today lucky dayfind log onto urlplaceholder fantastic surprise await
0,No plm i will come da. On the way.,plm come da way
0,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,nite nite pocay wocay luv u n e thing eva promise re u morrowxxxx
0,Hey mr whats the name of that bill brison book the one about language and words ,hey mr name bill brison book one language word
1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,send logo ur lover name join heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ad p
0,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",dearme cherthalain case u r come cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engage an holiday
0,So that means you still think of teju,mean still think teju
0,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),height recycling read twice people spend time earn money money spend spending time good morning keep smile
0,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,freezing home yet remember kiss mom morning love think miss yet
0,Think + da. You wil do.,think da wil
0,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",bit weird even suppose happen good idea sure pub
